endTime,artistName,trackName,msPlayed
2021-02-21 23:12,Omar Apollo,Hit Me Up,160000
2021-02-21 23:16,Neon Trees,Animal,212293
2021-02-21 23:18,KILLY,No Sad No Bad,131500
2021-02-21 23:22,Hippo Campus,Buttercup,226610
2021-02-21 23:25,Bob Marley & The Wailers,Jamming,211000
2021-02-21 23:31,Phony Ppl,Why iii Love The Moon.,331826
2021-02-21 23:35,Anthony B,World A Reggae Music,224840
2021-02-21 23:38,Chronixx,Here Comes Trouble,234586
2021-02-21 23:42,KALEO,Way down We Go,213706
2021-02-21 23:44,Still Woozy,Window,139293
2021-02-21 23:49,J. Cole,G.O.M.D.,301133
2021-02-21 23:52,Protoje,Rasta Love Feat. Ky-Mani Marley,185312
2021-02-21 23:57,Rex Orange County,Sunflower,252230
2021-02-22 00:01,Stevie Wonder,I Just Called To Say I Love You,262240
2021-02-22 00:05,Fantan Mojah,Rasta Got Soul,265082
2021-02-22 01:11,Chezidek,All My Life,201137
2021-02-22 01:15,BØRNS,Electric Love,218106
2021-02-22 01:18,Juanes,A Dios Le Pido,205373
2021-02-22 01:49,The Lumineers,Sleep On The Floor,396878
2021-02-22 02:00,Phony Ppl,Fkn Around (feat. Megan Thee Stallion) - Cuppy Remix,194594
2021-02-22 02:42,Frank Ocean,Moon River,66347
2021-02-22 02:45,Summer Salt,Candy Wrappers,194418
2021-02-22 03:21,Hippo Campus,Buttercup,204554
2021-02-22 04:02,Sibelius,Vivaldi the Storm,26836
2021-02-22 04:16,Frank Ocean,Moon River,124718
2021-02-22 04:17,Frank Ocean,Moon River,62869
2021-02-22 04:18,Juanes,A Dios Le Pido,28395
2021-02-22 04:22,Bob Marley & The Wailers,Jamming,9334
2021-02-22 04:22,Imogen Heap,Hide and Seek,2530
2021-02-22 04:22,fun.,We Are Young (feat. Janelle Monáe),250626
2021-02-22 04:22,KILLY,No Sad No Bad,1831
2021-02-22 04:22,Jacob Collier,Time Alone With You (feat. Daniel Caesar),2507
2021-02-22 04:23,AC/DC,Thunderstruck,2623
2021-02-22 04:23,Flume,Take a Chance (feat Little Dragon),44373
2021-02-22 04:26,Whethan,When I'm Down,164680
2021-02-22 04:29,That Poppy,Lowlife,205693
2021-02-22 04:33,Quinn XCII,FFYL,226500
2021-02-22 04:39,Guns N' Roses,Sweet Child O' Mine,356066
2021-02-22 04:42,AC/DC,Highway to Hell,208400
2021-02-22 04:45,Louis The Child,Go,134637
2021-02-22 04:48,Journey,Any Way You Want It,201693
2021-02-22 04:51,Mac Miller,2009,152019
2021-02-22 04:54,Glass Animals,Heat Waves,238805
2021-02-22 05:00,Glass Animals,The Other Side Of Paradise,320654
2021-02-22 05:01,Childish Gambino,3005,51270
2021-02-22 05:05,Glass Animals,Gooey,289306
2021-02-22 05:08,Noname,Diddy Bop (feat. Cam O'bi & Raury),154437
2021-02-22 05:49,Coldplay,The Scientist,315103
2021-02-22 05:53,Daniel Caesar,Streetcar,246972
2021-02-22 05:54,Daniel Caesar,Get You (feat. Kali Uchis),10434
2021-02-22 05:55,BØRNS,Electric Love,80062
2021-02-22 05:57,Jhené Aiko,Sativa,70193
2021-02-22 06:01,Alina Baraz,Electric (feat. Khalid),246327
2021-02-22 06:02,Jack Ü,Where Are Ü Now (with Justin Bieber),10123
2021-02-22 06:02,Kanye West,I Wonder,57470
2021-02-22 06:07,Kanye West,Runaway,249428
2021-02-22 06:07,Quinn XCII,Another Day in Paradise,9171
2021-02-22 06:07,ODESZA,Late Night,30812
2021-02-22 06:10,The Chainsmokers,Closer,161494
2021-02-22 06:12,Kanye West,Heartless,127988
2021-02-22 06:14,"Earth, Wind & Fire",September,86378
2021-02-22 06:17,The Chainsmokers,Paris,221506
2021-02-22 06:20,Dominic Fike,3 Nights,177666
2021-02-22 06:22,Flume,Rushing Back,2321
2021-02-22 06:22,Flume,Take a Chance (feat Little Dragon),117097
2021-02-22 06:24,Vicetone,Nevada,87608
2021-02-22 06:27,Jon Bellion,Overwhelming,172751
2021-02-22 06:30,AJR,Sober Up (feat. Rivers Cuomo),218763
2021-02-22 06:30,Kanye West,Runaway,8122
2021-02-22 06:34,Culture Club,Karma Chameleon,241600
2021-02-22 06:38,Zeds Dead,Frontlines,214733
2021-02-22 06:41,AC/DC,You Shook Me All Night Long,210173
2021-02-22 06:46,AC Slater,Giant Mouse,1509
2021-02-22 06:46,Kanye West,Runaway,4990
2021-02-22 06:46,Jack Ü,Where Are Ü Now (with Justin Bieber),250285
2021-02-22 06:50,RUNAGROUND,Chase You Down,228780
2021-02-22 06:53,Alok,Hear Me Now (feat. Zeeba),194840
2021-02-22 06:57,Jack Ü,Where Are Ü Now (with Justin Bieber),250285
2021-02-22 07:01,Sonny Cleveland,Move On,174090
2021-02-22 07:23,A$AP Rocky,Babushka Boi,13530
2021-02-22 08:44,A$AP Rocky,Babushka Boi,2680
2021-02-22 10:29,A$AP Rocky,Babushka Boi,173431
2021-02-22 21:16,Kanye West,Runaway,177090
2021-02-22 21:20,Old Man Saxon,Hasn't Happened,215047
2021-02-22 21:23,Freddie Gibbs,Gang Signs (feat. ScHoolboy Q),166840
2021-02-22 21:25,Orion Sun,Antidote,169822
2021-02-22 21:30,Kota the Friend,Bagels,252285
2021-02-22 21:33,Solange,Stay Flo,175706
2021-02-22 21:34,稲垣次郎とソウル・メディア,ブリーズ,138700
2021-02-22 22:16,KAYTRANADA,CHANCES,218200
2021-02-22 22:17,D'Angelo,Send It On,17624
2021-02-22 22:22,D'Angelo,Send It On,336138
2021-02-22 22:23,Don Toliver,HAD ENOUGH (feat. Quavo & Offset),52644
2021-02-22 22:27,Kanye West,Flashing Lights,237506
2021-02-22 22:58,Kid Cudi,Rose Golden,277813
2021-02-22 23:03,Kid Cudi,Enter Galactic (Love Connection Part I),260200
2021-02-22 23:06,"Tyler, The Creator",BEST INTEREST,127921
2021-02-22 23:08,Brent Faiyaz,Dead Man Walking,11580
2021-02-22 23:08,Deaton Chris Anthony,"RACECAR (feat. Clairo, Coco & Clair Clair)",98299
2021-02-22 23:11,AC/DC,Highway to Hell,9446
2021-02-22 23:11,Culture Club,Karma Chameleon,2940
2021-02-22 23:11,King Harvest,Dancing in the Moonlight,181133
2021-02-22 23:14,MAX,Love Me Less (feat. Quinn XCII),177669
2021-02-22 23:18,Hayden James,Favours,234743
2021-02-22 23:20,Louis The Child,Go,134637
2021-02-22 23:23,Dominic Fike,3 Nights,177666
2021-02-22 23:26,AG Club,Brass,127531
2021-02-22 23:29,Avicii,Waiting For Love,230613
2021-02-22 23:30,GRiZ,Griztronics,43266
2021-02-22 23:34,Zedd,Beautiful Now,218293
2021-02-23 00:06,Kanye West,I Wonder,243440
2021-02-23 00:11,AC/DC,Thunderstruck,292880
2021-02-23 00:12,Van Halen,Jump,21450
2021-02-23 00:34,Jack Ü,To Ü (feat. AlunaGeorge),57780
2021-02-23 05:45,AC Slater,Giant Mouse,200838
2021-02-23 05:49,Van Halen,Jump,239560
2021-02-23 05:52,MAX,Love Me Less (feat. Quinn XCII),177669
2021-02-23 05:54,Avicii,Waiting For Love,88432
2021-02-23 08:42,AC Slater,Giant Mouse,75362
